username,tanggal,sentimen,tweet
ayyeitsivy,3/5/2022 10:30,netral,kerja berat aktif tempoh 14 vaksin vaksin fungsi tingkat imunisasi badan elak dripada jangkit covid 100 tolong jngn salah vaksin booster ya
raisakweman,3/5/2022 10:30,negatif,vaksin sesuai data sekte percaya covid vaksin pakai data orang peduli lindung rentan double data nya
2102deeca8864ab,3/5/2022 10:24,negatif,vaksin 3 covid ah luhutmafia
liputan6dotcom,3/5/2022 10:19,netral,vaksinasi covid 19 warna urine kuning minum efek vaksin
savrinasastro,3/5/2022 9:45,netral,sumonggo dulur info vaksin covid 19 dinas sehat diy link daftar dulur akses dinaskesehatandiy kominfodiy infovaksin vaksinjogja
bieblong,3/5/2022 9:45,netral,bukti bantah vaksin covid signifikan batas infeksi tular tambah buat kurang sakit parah mati tingkat stopmandatoy pilih
SouthernLitesss,3/5/2022 9:42,netral,wkwk aj pikir kolot covid palsu vaksin palsu
RSJD_Surakarta,3/5/2022 9:40,positif,ada sobat sehat vaksin ayo vaksin rsjd surakarta lokasi vaksinasi covid 19 dosis 1 2 booster masyarakat sabtu 5 3 giat tempat aula indraprasta rsjd surakarta vaksinasicovid19 rsjdsurakarta melayanilebihbaik
medcom_id,3/5/2022 9:39,netral,cek fakta ahli virologi vaksin covid 19 sebab hiv cek fakta
voidotid,3/5/2022 9:32,positif,kelola hotel mercure jayapura kota jayapura papua selenggara layan vaksinasi covid 19 kuat karyawannya dukung upaya perintah putus mata rantai tular sakit sebab infeksi virus corona
windaherdisa,3/5/2022 9:32,netral,iya kemarin sembuh covid teh cari jurnal emang korelasi kena vaksin wkwkwk yah harap
shahizwann,3/5/2022 9:32,positif,sentimen wajib vaksin elak covid n klm xcuba btolkan sentimen vaksin kurang kesan covid bkn elak covid klm bicara self defence klm jga momok rakyat psl kewajipan nya scara tmbul la sentimen
Cyberpvnk_,3/5/2022 9:31,netral,vaksin covid nyebar narasi dokter kontra sm vaksin
termatcha,3/5/2022 9:31,netral,covid 19 subvarian ba 2 son omicron bincang negara indonesia deteksi 252 subvarian siluman
GTVID_News,3/5/2022 9:11,netral,daftar aplikasi jaki mister aladin walk in langsung pkl 13 00 wib sedia vaksin
roslanramli93,3/5/2022 9:11,netral,terima vaksin terima vaksin premier dosis booster tiada vaksin empat
mysabahfm,3/5/2022 9:06,netral,khusus masyarakat sanda jemput vaksin covid 19 dos1 dos2 booster vaksin untuk anak ppv awam ijm lindung lindung
Partono_ADjem,3/5/2022 9:02,negatif,salah bikin long covid ya beda beda posisi politik vaksin kompak hahahaha
Berupawarna,3/5/2022 9:02,positif,halo sobat energibaik yuk vaksin tunda biar lindung lindung baik tular covid 19 segera vaksinasi dosis lengkap booster disiplin protokol sehat 5m
orangsipitbiasa,3/5/2022 8:53,netral,2 minggu bilang alhamdulillah ya masuk golong kasih rezeki survive 2 singgah covid 19 eh tbtb 3 konfirmasi positif with gejala tertawa bahak bahak alhamdulillah gejala ringan kaya flu vaksin 2 kali
beritacovid,3/5/2022 8:44,netral,deret gejala omicron orang vaksin lengkap covid 19 batuk pilek nyeri otot tribun palu covid covid 19
FaktualN,3/5/2022 8:34,netral,cepat vaksinasi covid 19 gerai vaksin merdeka anak usia 6 11 polsek cikeusal
FauzixEdge,3/5/2022 8:33,netral,jumpa orang bkn ko vaksin ko kena covid bole hindar
doctorofcrazyl1,3/5/2022 8:31,netral,malaysia ya receive pfizer s covid 19 treatment drug month 5 kaji keluar vaksin covid pakar2 menteri kesihatan malaysia kaji maybe 10 15 ubat drug covid
PolresBanjar,3/5/2022 8:14,positif,ayo vaksin sukses vaksin henti laju covid 19 serambi polres banjar semangat ramah integritas ayovaksincovid19 opskeselamatanintan2022
Polda_Malut,3/5/2022 8:13,positif,ayo vaksin cegah tular virus covid 19 poldamalut malukuutara ternatecity ternate tidore tobelo maba bacan morotai jailolo weda sanana taliabu halmahera ayo pakai masker maskermelindungi
sarashiella,3/5/2022 8:05,netral,fyi barangkali manfaat sempet nanya nya cek sehat anda kena covid kpn vaksinbooster jawab dri gejala wktu kena covid wktu gejala ringan smpai vaksin 1bln dinytakan negatif berat 3 bln
RadioSmartFM,3/5/2022 8:00,positif,smart listeners kendor jalan protokol sehat cegah tular covid 19 ya lengah terima vaksin potensi tular tinggal simpan
AngelicaElisa9,3/5/2022 7:46,netral,4 manfaat vaksin covid 19 wajib jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
AdoeShinta,3/5/2022 7:40,netral,4 manfaat vaksin covid 19 wajib jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
voidotid,3/5/2022 7:35,netral,juru bicara vaksinasi covid 19 menteri sehat kemenkes siti nadia tarmizi cakup vaksin covid 19 dosis capai 70 38 persen 146 577 204 dosis target 208 265 720 duduk
PDI_Perjuangan,3/5/2022 7:30,netral,sasar vaksin remaja lansia jenis vaksin pfizer trimedya harap vaksinasibooster gelar ppdb jabodetabek dukung program vaksinasi perintah indonesia bebas pandemi covid 19
Bibir25882095,3/5/2022 7:23,netral,manfaat vaksin covid
Bibir25882095,3/5/2022 7:23,netral,perintah meminimalisirkan dampak buruk covid vaksin
IndonesiaMeja,3/5/2022 7:17,netral,4 manfaat vaksin covid 19 wajib jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
PolresSmi,3/5/2022 7:13,netral,polres sukabumi laku sweeping vaksin kece aplikasi peduli lindung unjung pantai polreskabsukabumi sukabumi palabuhanratu covid 19
itsjalanan,3/5/2022 7:12,netral,kelompok antivaksin cakap vaksin covid wujud ja
Benhardinlang3,3/5/2022 7:12,positif,ayo vaksin lindung keluarga covid 19 vaksin aman halal manfaat polri
DelikaJeki,3/5/2022 7:09,netral,yuk mari vaksin tuntas vaksin covid 19 dosis 1 2 3 booster hadir lapang salero ternate serentak puskesmas 10 kab kota bin tni polri prov malut indonesiasehat indonesiahebat
ixculnesia,3/5/2022 7:04,positif,4 manfaat vaksin covid 19 wajib jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
redaksisuma,3/5/2022 6:53,netral,cepat vaksinasi masyarakat badan intelijen negara daerah binda riau lanjut laksana vaksinasi covid 19 massal anak 6 11 masyarakat bindariau covid 19 vaksin vaksinanak vaksinanakriau vaksinriau sumaid
tintintodak,3/5/2022 6:53,netral,stres baca komen manusia covid vaksin orang la pakar or saintis
0819Kodim,3/5/2022 6:52,netral,kawal cepat vaksinasi kodim 0819 pasuruan kerah babinsa jajar masyarakat vaksin covid 19 anggota bintara bina desa babinsa koramil 0819 05 grati serda puji utomo
utusanborneo,3/5/2022 6:51,netral,sarawak capai 52 8 atus kanak kanak terima vaksin covid 19 program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak mula 3 februari
Polseksalapian7,3/5/2022 6:45,netral,personel polsek salapian laksana mobilisasi warga kantor pos tanjung langkat ambil bantu dana bnpt susul laksana vaksin covid 19 warga vaksin sekdes bawa warga 7 9 orang
bondolclekitet,3/5/2022 6:38,positif,ayo vaksin tuntas pandemi covid 19
nasrulnihhhh,3/5/2022 6:30,netral,umat islam negeri sembilan sunti dosis lengkap vaksin covid 19 tunai solat masjid surau prosedur operasi standard standar operasi prosedur tetap kekal
Zaragozamanuel,3/5/2022 6:29,positif,4 manfaat vaksin covid jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
RozaishamH,3/5/2022 6:25,netral,1 april 2022 yb kj sunti vaksin covid 19 terima menteri sehat malaysia tipu malaysia pm
indah_sastri,3/5/2022 6:22,positif,waspada info berita palsu vaksin covid 19 nusantara disiplin protokol sehat
ang94_t,3/5/2022 6:18,positif,vaksin 2 kali bebas covid 19
lampungpost_,3/5/2022 6:17,netral,menteri sehat kemenkes sebut cakup vaksinasi covid 19 dosis capai 70 persen jumat 4 maret 2022 kemenkes vaksin vaksinasi covid 19 lampungpost
Gadismalam111,3/5/2022 6:16,positif,sukses vaksin dapat booster lawan sebar covid
dekalzenmer,3/5/2022 6:14,netral,info vaksin booster dokter bilang bulan semenjak covid 25 kemaren booster nunggu 3
hmetromy,3/5/2022 6:09,netral,kuching covid 19 dekat sarawak sekolah beri vaksin covid 19 kanak kanak sangat berangsang
Gadismalam111,3/5/2022 6:08,netral,waspada sebar covid lawan covid terap protokol sehat vaksin
DengkilPas,3/5/2022 6:05,netral,tegas tuanku rakyat roslan sms solat jumaat selangor malam jalan lancar aman kali umat islam selangor kena syarat tambah iaitu ambil 2 dosis vaksin covid 19
esa_ohang,3/5/2022 6:03,negatif,booster vaksin 3 masuk kerja halaaah gogog nahdlatul ulama geus vaksin ka 3 ge ngajamin benang covid
RadioElshinta,3/5/2022 5:52,netral,5 vaksin covid 19 izin guna darurat booster bpom simak infografik covid 19 booster
dionnabura,3/5/2022 5:49,positif,vaksin covid 19 aman khasiat sehat cegah covid 19
dionnabura,3/5/2022 5:48,positif,vaksin covid 19 bukti aman sehat
IndraHardi,3/5/2022 5:48,netral,ppln vaksin 2 booster test covid 19 negatif berangkat bandara indonesia test covid 19 hasil negatif karantina karantina 3 hr itu test covid 19 hotel gila
Rakyat_Merdeka9,3/5/2022 5:44,netral,top news koran rakyat merdeka covid turun negara tetangga iri booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
Rakyat_Merdeka9,3/5/2022 5:44,netral,karantina ppln turis senang booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
Rakyat_Merdeka9,3/5/2022 5:44,positif,top news koran rakyat merdeka konsisten cegah covid 19 bgs disiplin banding negara booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
Rakyat_Merdeka9,3/5/2022 5:44,netral,top news koran rakyat merdeka ratus deteksi gejala siluman omicron berat remeh booster vaksin vaksinasi omicron omicronvirus omicronvariant corona coronavirus covid 19 covid rakyatmerdeka rmid
riaurealitacom,3/5/2022 5:43,netral,kopda junedi babinsa koramil 06 cerenti kodim 0302 inhu pantau damping laksana vaksin covid 19 sampai dengan negeri 011 pulau cerenti camat cerenti
KODIM0722,3/5/2022 5:38,netral,babinsa koramil 02 jati damping lansia suntik vaksin covid 19
bluefairy1404,3/5/2022 5:38,netral,vaksinbooster laksana sukses thanks god a mercy please biar covid pass soon
JorgiSadewa,3/5/2022 5:36,positif,disiplin protokol sehat vaksin kunci covid 19 jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
PegabdiS3tan,3/5/2022 5:34,netral,simak ya guys manfaat vaksin covid 19 jagaprokesnvaksin indonesiasehatindonesiahebat bersatulawancovid19 negeripulihdenganvaksin
satlantasresbjr,3/5/2022 5:31,positif,rangka ops selamat intan 2022 satlantas polres banjar laksana giat sukses vaksin henti laju sebar covid 19 ayo vaksin poldakalsel polresbanjar zonaintegritas wbk wbbm
deBlitznews,3/5/2022 5:26,netral,camat sawangan gelar vaksin dosis booster
gusti_my_,3/5/2022 5:22,netral,vaksinasi covid 19 pfizer khusus booster masyarakat senin selasa 07 08 maret 2022 09 00 12 00 wib gratis kuota batas sehat peduli rsdinda ayosehat bersamarsdinda vaksinrsdinda
drfm_depok,3/5/2022 5:22,netral,camat sawangan gelar vaksin dosis booster
kodim0313kpr,3/5/2022 5:19,netral,babinsa sosialisasi vaksin covid 19 warga bina metode komsos
RakyatMarhaen17,3/5/2022 4:59,netral,pikir pegawai nasihat kelas tingkat campur ank vaksin resiko ank d vaksin resiko jangkit covid gov ada standar operasi prosedur ketat
kodim0313kpr,3/5/2022 4:49,positif,vaksinasi covid 19 aman halal babinsa dayo ajak warga vaksin
nikitawulanda18,3/5/2022 4:39,positif,vaksin covid 19 bukti aman sehat nusantara disiplin protokol sehat
kodim0313kpr,3/5/2022 4:34,netral,babinsa hadir puskesmas bantu layan lancar laksana vaksin covid 19
DroneSemprit,3/5/2022 4:24,netral,berita palsu vaksin covid 19 guna mutasi ribu varian covid turnbackhoax dronesemprit berita palsu
iyacarisiapa,3/5/2022 4:24,netral,jadwal lokasi vaksinasi covid 19 datang puskesmas rumah sakit mall gerai vaksin polsek
toritorikreker,3/5/2022 4:22,netral,butuh chopper bikin vaksin covid
NurCahy16262201,3/5/2022 4:20,positif,vaksinolog vaksin sebab hasil tes covid 19 positif nusantara disiplin protokol sehat
Initwiterya3,3/5/2022 4:19,positif,manfaat vaksin covid 19 nusantara disiplin protokol sehat
hariankompas,3/5/2022 4:15,netral,pasien covid 19 tinggal banyumas dominasi komorbid vaksin masyarakat imbau ikut vaksinasi kurang resiko papar nusantara adadikompas
Suryaa_100,3/5/2022 4:09,positif,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman nusantara disiplin protokol sehat
gerakanHangat,3/5/2022 4:09,positif,tolak berita palsu kait vaksin covid 19 nusantara disiplin protokol sehat
gerakanHangat,3/5/2022 4:08,positif,ayo berani vaksin lawan covid 19 nusantara disiplin protokol sehat
KuyDinda,3/5/2022 4:07,positif,berantas berita palsu kait vaksin covid 19 nusantara disiplin protokol sehat
ed_tirta,3/5/2022 4:03,netral,imunitas tubuh sih covid tgt vaksin
Novelanii,3/5/2022 4:02,positif,vaksin covid pilih perintah uji jamin aman nusantara disiplin protokol sehat
PolsekPangalen7,3/5/2022 4:01,positif,monitoring giat vaksin presisi cegah sebar virus covid 19 himbau disiplin protokol sehat 5m
iina_surbakti,3/5/2022 4:01,negatif,tolak vaksin sadar vaksin suara ampun lengking terima kasih sedia vaksin covid 19 rakyat presiden jajar
taofan_pratama,3/5/2022 4:01,netral,sepakat lawan covid 19 lawan dominasi darah putih tangguh indonesia sembuh keep vaksin 3m hidup bersih makan sehat
komikalucuu,3/5/2022 3:59,positif,manfaat vaksin covid 19 wajib nusantara disiplin protokol sehat
Pratama_Diion,3/5/2022 3:56,positif,vaksin uji aman khasiat sehat cegah tingkat parah akibat covid 19 nusantara disiplin protokol sehat
Toma12521,3/5/2022 3:55,netral,vaksin covid 19 protokol sehat ikhtiar
AlfiNovriandi,3/5/2022 3:50,positif,waspada info berita palsu berita bohong fakta vaksin covid 19 sebab mutasi varian covid 19 vaksinasi lambat ringan gejala covid 19 nusantara disiplin protokol sehat
EdenisHere1,3/5/2022 3:50,netral,simpul narasi bawah orang vaksin mati saji bukti vaksin fungsi tampil bukti tanding vaksin rawat rumah sakit covid tunduk sunti
wordsofexol,3/5/2022 3:49,netral,byunieel heran selamat kak orang pilih orang sabar hadap drama bumi vaksin covid
