username,tanggal,tweet,sentimen
voidotid,3/5/2022 9:32,kelola hotel mercure jayapura kota jayapura papua selenggara layan vaksinasi covid 19 kuat karyawannya dukung upaya perintah putus mata rantai tular sakit sebab infeksi virus corona,positif
windaherdisa,3/5/2022 9:32,iya kemarin sembuh covid teh cari jurnal emang korelasi kena vaksin wkwkwk yah harap,netral
shahizwann,3/5/2022 9:32,sentimen wajib vaksin elak covidn klm xcuba btolkan sentimen nipadahal vaksin kurang kesan covid jebkn elak covid memang klm bicara self defencetp klm jga momok rakyat psl kewajipan nya scara tmbul la sentimen,positif
Cyberpvnk_,3/5/2022 9:31,vaksin covid nyebar narasi dokter kontra sm vaksin,netral
termatcha,3/5/2022 9:31,covid 19 subvarian ba2 son omicron bincang negara indonesia deteksi 252 subvarian siluman,netral
GTVID_News,3/5/2022 9:11,daftar lalu aplikasi jaki mister aladin walk in langsung pkl 1300 wib sedia vaksin,netral
roslanramli93,3/5/2022 9:11,terima vaksin terima vaksin premier dosis booster tiada vaksin empat,netral
mysabahfm,3/5/2022 9:06,khusus masyarakat sanda jemput vaksin covid 19 dos 1 dos 2 booster vaksin untuk anak ppv awam izin lindung lindung,netral
Partono_ADjem,3/5/2022 9:02,salah bikin long covid ya pulayg beda beda posisi politik hanya vaksin kompak hahahaha,negatif
Berupawarna,3/5/2022 9:02,halo sobat energi baik yuk vaksin tunda agar lindung lindung baik tular covid 19 segera vaksinasi dosis lengkap booster disiplin protokol sehat 5m,positif
orangsipitbiasa,3/5/2022 8:53,2 minggu bilang alhamdulillah ya masuk golong kasih rezeki survive 2 singgah covid 19 eh tbtb 3 konfirmasi positif with gejala tertawa bahak bahak alhamdulillah gejala ringan kaya flu vaksin 2 kali,netral
beritacovid,3/5/2022 8:44,deret gejala omicron orang vaksin lengkap covid 19 batuk pilek nyeri otot tribun palu covid covid 19,netral
FaktualN,3/5/2022 8:34,cepat vaksinasi covid 19 gerai vaksin merdeka anak usia 6 sampai 11 polsek cikeusal,netral
FauzixEdge,3/5/2022 8:33,jumpa orang bkn ko vaksin ko kena covid bole hindar,netral
doctorofcrazyl1,3/5/2022 8:31,malaysia ya receive pfizers covid 19 treatment drug month 5 kaji keluar vaksin covid pakar2 menteri kesihatan malaysia kaji maybe 10 15 ubatdrug covid,netral
PolresBanjar,3/5/2022 8:14,ayo vaksin sukses vaksin henti laju covid 19 serambi polres banjar semangat ramah integritas ayo vaksin covid 19 ops selamat intan 2022,positif
Polda_Malut,3/5/2022 8:13,ayo vaksin cegah tular virus covid 19 polda malut malu utara kota ternate ternate tidore tobelo maba bacan morotai jailolo weda sanana taliabu halmahera ayo pakai masker masker lindung,positif
sarashiella,3/5/2022 8:05,fyi barangkali manfaat sempet nanya nya cek sehat anda kena covid kpn vaksinbooster jawab dri gejala wktu kena covid wktu gejala ringan smpai vaksin 1bln dinytakan negatif berat 3 bln,netral
RadioSmartFM,3/5/2022 8:00,smart listeners kendor jalan protokol sehat cegah tular covid 19 lengah terima vaksin potensi tular ada tinggal simpan,positif
AngelicaElisa9,3/5/2022 7:46,4 manfaat vaksin covid 19 wajib tahu jaga protokol sehat dan vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
AdoeShinta,3/5/2022 7:40,4 manfaat vaksin covid 19 wajib jaga protokol sehat dan vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
voidotid,3/5/2022 7:35,juru bicara vaksinasi covid 19 menteri sehat kemenkes siti nadia tarmizi cakup vaksin covid 19 dosis capai 7038 persen 146577204 dosis target 208265720 duduk,netral
PDI_Perjuangan,3/5/2022 7:30,sasar vaksin remaja lansia jenis vaksin pfizer trimedya harap vaksinasibooster gelar ppdb sejabodetabek dukung program vaksinasi perintah indonesia bebas pandemi covid 19,netral
Bibir25882095,3/5/2022 7:23,manfaat vaksin covid,netral
Bibir25882095,3/5/2022 7:23,perintah meminimalisirkan dampak buruk covid vaksin,netral
IndonesiaMeja,3/5/2022 7:17,4 manfaat vaksin covid 19 wajib tahu jaga protokol sehat dan vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
PolresSmi,3/5/2022 7:13,polres sukabumi laku sweeping vaksin kece aplikasi peduli lindung unjung pantai polres kab sukabumi sukabumi palabuhan ratu covid 19,netral
itsjalanan,3/5/2022 7:12,kelompok anti vaksin cakap vaksin covid wujud ja,netral
Benhardinlang3,3/5/2022 7:12,ayo vaksin lindung keluarga covid 19 vaksin aman halal manfaat polri,positif
DelikaJeki,3/5/2022 7:09,yuk mari ba vaksin tuntas vaksin covid 19 dosis 1 2 3 booster hadir lapang salero ternate serentak puskesmas 10 kabkota bin tnipolri prov malut indonesia sehat indonesia hebat,netral
redaksisuma,3/5/2022 6:53,cepat vaksinasi masyarakat badan intelijen negara daerah binda riau lanjut laksana vaksinasi covid 19 massal anak 6 sampai 11 masyarakat umum binda riau covid 19 vaksin vaksinanak vaksin anak riau vaksin riau sumaid,netral
tintintodak,3/5/2022 6:53,stres baca komen manusia covid vaksin orang la pakar or saintis,netral
0819Kodim,3/5/2022 6:52,kawal cepat vaksinasi kodim 0819 pasuruan kerah babinsa jajar kita masyarakat vaksin covid 19 anggota bintara bina desa babinsa koramil 081905 grati serda puji utomo,netral
utusanborneo,3/5/2022 6:51,sarawak capai 528 atus kanak terima vaksin covid 19 program imunisasi covid 19 bangsa kanak vaksin untuk anak mula 3 februari,netral
Polseksalapian7,3/5/2022 6:45,personel polsek salapian laksana mobilisasi warga kantor pos tanjung langkat ambil bantu dana bnpt susul laksana vaksin covid 19 warga vaksin sekdes bawa warga 7 9 orang,netral
bondolclekitet,3/5/2022 6:38,ayo vaksin demi tuntas pandemi covid 19,positif
nasrulnihhhh,3/5/2022 6:30,umat islam negeri sembilan sunti dosis lengkap vaksin covid 19 tunai solat masjid surau prosedur operasi standard standar operasi prosedur tetap kekal,netral
Zaragozamanuel,3/5/2022 6:29,4 manfaat vaksin covid jaga protokol sehat vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,positif
RozaishamH,3/5/2022 6:25,1april2022yb kj sunti vaksin covid 19 terima adalah menteri sehat malaysia tipu malaysia pm,netral
indah_sastri,3/5/2022 6:22,waspada info berita palsu vaksin covid 19 nusantara disiplin protokol sehat,positif
ang94_t,3/5/2022 6:18,vaksin 2 kali bebas covid 19,positif
lampungpost_,3/5/2022 6:17,menteri sehat kemenkes sebut cakup vaksinasi covid 19 dosis capai 70 persen jumat 4 maret 2022 kemenkes vaksin vaksinasi covid 19 lampungpost,netral
Gadismalam111,3/5/2022 6:16,sukses vaksin dapat booster lawan sebar covid,positif
dekalzenmer,3/5/2022 6:14,info vaksin booster dokter bilang bulan semenjak covid 25 kemaren booster nunggu 3,netral
hmetromy,3/5/2022 6:09,kuching covid 19 dekat sarawak sekolah beri vaksin covid 19 kanak sangat berangsang,netral
Gadismalam111,3/5/2022 6:08,waspada sebar covid lawan covid terap protokol sehat vaksin,netral
DengkilPas,3/5/2022 6:05,tegas tuanku rakyatroslan smssolat jumaat selangor malam jalan lancar aman kali berturutturut umat islam selangor kena syarat tambah iaitu ambil 2 dosis vaksin covid 19,netral
esa_ohang,3/5/2022 6:03,booster vaksin 3 masuk kerja gogog nahdlatul ulama geus vaksin ka 3 ge ngajamin kena covid,negatif
RadioElshinta,3/5/2022 5:52,5 vaksin covid 19 izin guna darurat booster bpom simak info grafik covid 19 booster,netral
dionnabura,3/5/2022 5:49,vaksin covid 19 aman khasiat sehat cegah covid 19,positif
dionnabura,3/5/2022 5:48,vaksin covid 19 bukti aman sehat,positif
IndraHardi,3/5/2022 5:48,ppln vaksin 2 booster test covid 19 negatif berangkat bandara indonesia test covid 19 hasil negatif karantina karantina 3 hr itu test covid 19 hotel gila,netral
Rakyat_Merdeka9,3/5/2022 5:44,top news koran rakyat merdeka kasus covid turun negara tetangga iri booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/5/2022 5:44,karantina ppln turis senang booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/5/2022 5:44,top news koran rakyat merdeka konsisten cegah covid 19 bagus disiplin banding negara lain booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,positif
Rakyat_Merdeka9,3/5/2022 5:44,top news koran rakyat merdeka ratus deteksi gejala siluman omicron berat remeh booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
riaurealitacom,3/5/2022 5:43,kopda junedi babinsa koramil 06 cerenti kodim 0302 inhu pantau damping laksana vaksin covid 19 sampai dengan negeri 011 pulau cerenti camat cerenti,netral
KODIM0722,3/5/2022 5:38,babinsa koramil 02 jati damping lansia suntik vaksin covid 19,netral
bluefairy1404,3/5/2022 5:38,vaksinbooster laksana sukses terima kasih selamat coba a mercy please biar covid pass soon,netral
JorgiSadewa,3/5/2022 5:36,disiplin protokol sehat vaksin kunci covid 19 jaga protokol sehat vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,positif
PegabdiS3tan,3/5/2022 5:34,simak ya guys manfaat vaksin covid 19 jaga protokol sehat vaksin indonesia sehat indonesia hebat satu lawan covid 19 negeri pulih dengan vaksin,netral
satlantasresbjr,3/5/2022 5:31,rangka operasi selamat intan 2022 satlantas polres banjar laksana giat sukses vaksin henti laju sebar covid 19 ayo vaksin polda kalsel polres banjar zona integritas wbk wbbm,positif
deBlitznews,3/5/2022 5:26,camat sawangan gelar vaksin dosis booster,netral
gusti_my_,3/5/2022 5:22,vaksinasi covid 19 pfizer khusus booster masyarakat senin selasa 07 08 maret 2022 0900 1200 wib gratis kuota batas sehat peduli kami rumah sakit dinda ayo sehat sama rumah sakit dinda vaksin rumah sakit dinda,netral
drfm_depok,3/5/2022 5:22,camat sawangan gelar vaksin dosis booster,netral
kodim0313kpr,3/5/2022 5:19,babinsa sosialisasi vaksin covid 19 warga bina metode komsos,netral
RakyatMarhaen17,3/5/2022 4:59,pikir pegawai nasihat kelastingkatan campur ank vaksin resiko ank d vaksin resiko jangkit covid gov ada standar operasi prosedur ketat,netral
kodim0313kpr,3/5/2022 4:49,vaksinasi covid 19 aman halal babinsa dayo ajak warga vaksin,positif
nikitawulanda18,3/5/2022 4:39,vaksin covid 19 bukti aman sehat nusantara disiplin protokol sehat,positif
kodim0313kpr,3/5/2022 4:34,babinsa hadir puskesmas bantu layan lancar laksana vaksin covid 19,netral
DroneSemprit,3/5/2022 4:24,berita palsu vaksin covid 19 guna mutasi ribu varian covid kembali berita palsu drone semprit berita palsu,netral
iyacarisiapa,3/5/2022 4:24,jadwal lokasi vaksinasi covid 19 datang puskesmas rumah sakit mall gerai vaksin polsek,netral
toritorikreker,3/5/2022 4:22,butuh chopper bikin vaksin covid,netral
NurCahy16262201,3/5/2022 4:20,vaksinolog vaksin sebab hasil tes covid 19 positif nusantara disiplin protokol sehat,positif
Initwiterya3,3/5/2022 4:19,manfaat vaksin covid 19 nusantara disiplin protokol sehat,positif
hariankompas,3/5/2022 4:15,pasien covid 19 tinggal banyumas dominasi komorbid vaksin masyarakat imbau ikut vaksinasi kurang resiko papar nusantara adad kompas,netral
Suryaa_100,3/5/2022 4:09,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman nusantara disiplin protokol sehat,positif
gerakanHangat,3/5/2022 4:09,tolak berita palsu kait vaksin covid 19 nusantara disiplin protokol sehat,positif
gerakanHangat,3/5/2022 4:08,ayo berani vaksin lawan covid 19 nusantara disiplin protokol sehat,positif
KuyDinda,3/5/2022 4:07,berantas berita palsu kait vaksin covid 19 nusantara disiplin protokol sehat,positif
ed_tirta,3/5/2022 4:03,imunitas tubuh sih covid tgt vaksin,netral
Novelanii,3/5/2022 4:02,vaksin covid pilih perintah uji jamin aman nusantara disiplin protokol sehat,positif
PolsekPangalen7,3/5/2022 4:01,monitoring giat vaksin presisi cegah sebar virus covid 19 himbau disiplin protokol sehat 5m,positif
iina_surbakti,3/5/2022 4:01,tolak vaksin sadar vaksin suara ampun lengking terima kasih sedia vaksin covid 19 rakyat presiden jajar,negatif
taofan_pratama,3/5/2022 4:01,sepakat lawan covid 19 lawan dominasi darah putih tangguh indonesia sembuh keep vaksin 3m hidup bersih makan sehat,netral
komikalucuu,3/5/2022 3:59,manfaat vaksin covid 19 wajib tahu nusantara disiplin protokol sehat,positif
Pratama_Diion,3/5/2022 3:56,vaksin uji aman khasiat sehat cegah tingkat parah akibat covid 19 nusantara disiplin protokol sehat,positif
Toma12521,3/5/2022 3:55,vaksin covid 19 protokol sehat ikhtiar,netral
AlfiNovriandi,3/5/2022 3:50,waspada info berita palsu berita bohong fakta vaksin covid 19 sebab mutasi varian covid 19 vaksinasi lambat ringan gejala covid 19 nusantara disiplin protokol sehat,positif
EdenisHere1,3/5/2022 3:50,simpul narasi bawah orang vaksin mati saji bukti vaksin fungsi tampil bukti tanding vaksin rawat rumah sakit covid tunduk sunti,netral
wordsofexol,3/5/2022 3:49,byunieel heran selamat kak orang pilih orang sabar hadap drama bumi ini tapi vaksin covid,netral
